,url,normal,xss,dir
9965,"127.0.0.1 - - [03/May/2021:03:11:16 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Athar HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
2465,"127.0.0.1 - - [03/May/2021:03:41:33 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<tt onkeypress=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
14882,"127.0.0.1 - - [03/May/2021:03:41:13 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<style onfocusout=alert(1)"" 400 0 ""-"" ""-""",0,1,0
8964,"127.0.0.1 - - [03/May/2021:03:17:36 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Hilliary HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
19769,"127.0.0.1 - - [03/May/2021:03:41:01 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<option onkeypress=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
18824,"127.0.0.1 - - [03/May/2021:03:41:07 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<rtc oncopy=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
11557,"127.0.0.1 - - [03/May/2021:02:35:07 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<body/onload=&lt;!--&gt;&#10alert(1)> HTTP/1.1"" 400 0 ""-"" ""-""",0,1,0
14648,"127.0.0.1 - - [03/May/2021:03:28:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Wallace HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
5604,"127.0.0.1 - - [03/May/2021:03:20:44 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Ljiljana HTTP/1.1"" 200 1701 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
15553,"127.0.0.1 - - [03/May/2021:03:20:17 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Leann HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
18156,"127.0.0.1 - - [03/May/2021:03:41:31 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<thead onmousemove=\""alert(1)\"">test</thead>"" 400 0 ""-"" ""-""",0,1,0
18937,"127.0.0.1 - - [03/May/2021:02:34:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<iframe/onreadystatechange=alert(1) HTTP/1.1"" 200 1718 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,1,0
12705,"127.0.0.1 - - [03/May/2021:03:41:03 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<output onmouseup=\""alert(1)\"">test</output>"" 400 0 ""-"" ""-""",0,1,0
6486,"127.0.0.1 - - [03/May/2021:02:35:13 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=</br style=a:expression(alert())>"" 400 0 ""-"" ""-""",0,1,0
17679,"127.0.0.1 - - [03/May/2021:03:16:43 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Giovanni HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
13214,"127.0.0.1 - - [03/May/2021:03:14:14 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Debor HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
11577,"127.0.0.1 - - [03/May/2021:02:34:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<script itworksinallbrowsers>/*<script*"" 400 0 ""-"" ""-""",0,1,0
14926,"127.0.0.1 - - [03/May/2021:03:11:40 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Belleville HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
20151,"127.0.0.1 - - [03/May/2021:03:22:36 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Mireielle HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
16384,"127.0.0.1 - - [03/May/2021:03:41:40 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<script>with(document.getElementById(\""d\""))innerHTML=innerHTML</script>//[\""'`-->]]>]</div> HTTP/1.1"" 200 1749 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,1,0
19687,"127.0.0.1 - - [03/May/2021:03:08:20 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=traffic HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
18708,"127.0.0.1 - - [03/May/2021:03:05:15 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=articulos HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
12293,"127.0.0.1 - - [03/May/2021:02:23:51 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=%3cx%20contenteditable%20onkeypress%3dalert(1)%3epress%20any%20key!%20 HTTP/1.1"" 200 1689 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,1,0
816,"127.0.0.1 - - [03/May/2021:03:40:53 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<link onkeydown=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
5775,"127.0.0.1 - - [03/May/2021:03:24:16 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Prakash HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
6271,"127.0.0.1 - - [03/May/2021:03:13:55 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Damara HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
9246,"127.0.0.1 - - [03/May/2021:03:10:33 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Alvira HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
9032,"127.0.0.1 - - [03/May/2021:03:40:30 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<caption draggable=\""true\"""" 400 0 ""-"" ""-""",0,1,0
12260,"127.0.0.1 - - [03/May/2021:03:41:27 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<svg><main onload=alert(1)></main>"" 400 0 ""-"" ""-""",0,1,0
16565,"127.0.0.1 - - [03/May/2021:03:25:43 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Scpiivo HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
5368,"127.0.0.1 - - [03/May/2021:03:41:25 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<svg onblur=alert(1)"" 400 0 ""-"" ""-""",0,1,0
3105,"127.0.0.1 - - [03/May/2021:03:17:03 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Gus HTTP/1.1"" 200 1695 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
7569,"127.0.0.1 - - [03/May/2021:03:12:42 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Carolynn HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
3607,"127.0.0.1 - - [03/May/2021:03:24:50 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Rich HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
4126,"127.0.0.1 - - [03/May/2021:03:23:47 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Panch HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
15499,"127.0.0.1 - - [03/May/2021:03:06:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=dms HTTP/1.1"" 200 1694 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
14375,"127.0.0.1 - - [03/May/2021:03:40:40 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<div onkeydown=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
18763,"127.0.0.1 - - [03/May/2021:03:12:16 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Bryant HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
15815,"127.0.0.1 - - [03/May/2021:03:40:36 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<dialog onmouseenter=\""alert(1)\"">test</dialog>"" 400 0 ""-"" ""-""",0,1,0
71,"127.0.0.1 - - [03/May/2021:03:06:25 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=ginger HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
20324,"127.0.0.1 - - [03/May/2021:03:27:53 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Venita HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
5585,"127.0.0.1 - - [03/May/2021:03:21:58 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Maryl HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
174,"127.0.0.1 - - [03/May/2021:03:40:39 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<div draggable=\""true\"""" 400 0 ""-"" ""-""",0,1,0
12487,"127.0.0.1 - - [03/May/2021:03:41:27 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<svg><discard onbegin=alert(1)>"" 400 0 ""-"" ""-""",0,1,0
20524,"127.0.0.1 - - [03/May/2021:03:18:30 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Jeff HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
7164,"127.0.0.1 - - [03/May/2021:03:41:23 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<style>@keyframes x{}</style><samp"" 400 0 ""-"" ""-""",0,1,0
4569,"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<a href=\""\\x1Ejavascript:javascript:alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
3755,"127.0.0.1 - - [03/May/2021:03:15:06 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Ehi HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
1096,"127.0.0.1 - - [03/May/2021:03:40:34 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<datalist onkeyup=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
6036,"127.0.0.1 - - [03/May/2021:03:06:27 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=gora HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
15730,"127.0.0.1 - - [03/May/2021:03:41:31 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<time onbeforecopy=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
9129,"127.0.0.1 - - [03/May/2021:03:40:21 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<acronym draggable=\""true\"""" 400 0 ""-"" ""-""",0,1,0
17532,"127.0.0.1 - - [03/May/2021:03:41:01 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<object id=x"" 400 0 ""-"" ""-""",0,1,0
6929,"127.0.0.1 - - [03/May/2021:03:08:19 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=totes HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
13780,"127.0.0.1 - - [03/May/2021:03:17:51 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Imogene HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
20247,"127.0.0.1 - - [03/May/2021:03:28:10 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Vm HTTP/1.1"" 200 1695 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
19428,"127.0.0.1 - - [03/May/2021:03:18:37 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Jessa HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
8809,"127.0.0.1 - - [03/May/2021:03:40:30 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<center draggable=\""true\"""" 400 0 ""-"" ""-""",0,1,0
15920,"127.0.0.1 - - [03/May/2021:03:15:55 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Fayth HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
11262,"127.0.0.1 - - [03/May/2021:03:26:16 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Sieber HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
11753,"127.0.0.1 - - [03/May/2021:03:23:28 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Norel HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
11888,"127.0.0.1 - - [03/May/2021:03:26:00 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Shel HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
10934,"127.0.0.1 - - [03/May/2021:03:40:49 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<i id=x"" 400 0 ""-"" ""-""",0,1,0
7561,"127.0.0.1 - - [03/May/2021:03:11:49 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Berni HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
7633,"127.0.0.1 - - [03/May/2021:03:40:51 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<img onmousedown=\""alert(1)\"">test</img>"" 400 0 ""-"" ""-""",0,1,0
4981,"127.0.0.1 - - [03/May/2021:03:05:22 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=bak HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
17867,"127.0.0.1 - - [03/May/2021:03:40:59 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<nav onmouseenter=\""alert(1)\"">test</nav>"" 400 0 ""-"" ""-""",0,1,0
11347,"127.0.0.1 - - [03/May/2021:03:10:12 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Akemi HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
1162,"127.0.0.1 - - [03/May/2021:02:35:15 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<xml src=\""javascript:document.vulnerable=true;\"">"" 400 0 ""-"" ""-""",0,1,0
10338,"127.0.0.1 - - [03/May/2021:03:10:16 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Alasdair HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
11140,"127.0.0.1 - - [03/May/2021:03:11:49 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Beryle HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
5275,"127.0.0.1 - - [03/May/2021:03:23:58 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Penang HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
19325,"127.0.0.1 - - [03/May/2021:03:25:41 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Sayla HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
827,"127.0.0.1 - - [03/May/2021:03:14:27 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Devora HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
12574,"127.0.0.1 - - [03/May/2021:03:40:51 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<input type=checkbox"" 400 0 ""-"" ""-""",0,1,0
9719,"127.0.0.1 - - [03/May/2021:03:16:46 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Gladys HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
411,"127.0.0.1 - - [03/May/2021:03:40:53 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<label id=x"" 400 0 ""-"" ""-""",0,1,0
7858,"127.0.0.1 - - [03/May/2021:02:35:03 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<SCRIPT a=\"">\"""" 400 0 ""-"" ""-""",0,1,0
20415,"127.0.0.1 - - [03/May/2021:02:35:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<a href=\""javascript\\x0D:javascript:alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
3738,"127.0.0.1 - - [03/May/2021:03:18:13 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Jae HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
20231,"127.0.0.1 - - [03/May/2021:03:41:31 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<th onmousemove=\""alert(1)\"">test</th>"" 400 0 ""-"" ""-""",0,1,0
3669,"127.0.0.1 - - [03/May/2021:03:13:20 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Cindy HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
8094,"127.0.0.1 - - [03/May/2021:03:41:38 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<a href=\""jAvAsCrIpT&colon;alert&lpar;1&rpar;\"">X</a>"" 400 0 ""-"" ""-""",0,1,0
5103,"127.0.0.1 - - [03/May/2021:03:41:09 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<shadow onkeydown=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
15059,"127.0.0.1 - - [03/May/2021:02:35:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=perl -e"" 400 0 ""-"" ""-""",0,1,0
19806,"127.0.0.1 - - [03/May/2021:03:17:10 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Handoko HTTP/1.1"" 200 1700 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
10756,"127.0.0.1 - - [03/May/2021:03:40:34 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<dd onpaste=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
5926,"127.0.0.1 - - [03/May/2021:03:41:11 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<spacer onfocusout=alert(1)"" 400 0 ""-"" ""-""",0,1,0
2654,"127.0.0.1 - - [03/May/2021:10:05:48 -0400] ""GET /DVWA/vulnerabilities/fi/?page=../../../../../etc/passwd HTTP/1.1"" 200 1351 ""http://127.0.0.1/DVWA/vulnerabilities/fi/?page=include.php"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,0,1
9640,"127.0.0.1 - - [03/May/2021:03:14:12 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Deanne HTTP/1.1"" 200 1699 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
10037,"127.0.0.1 - - [03/May/2021:03:41:36 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<wbr id=x"" 400 0 ""-"" ""-""",0,1,0
2002,"127.0.0.1 - - [03/May/2021:03:40:23 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<article draggable=\""true\"""" 400 0 ""-"" ""-""",0,1,0
2103,"127.0.0.1 - - [03/May/2021:02:35:02 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=&lt;HTML&gt;&lt;BODY&gt; HTTP/1.1"" 200 1685 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/?name=aaa"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",0,1,0
12387,"127.0.0.1 - - [03/May/2021:03:22:36 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Mkt HTTP/1.1"" 200 1696 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
1058,"127.0.0.1 - - [03/May/2021:03:21:08 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Lyndy HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
644,"127.0.0.1 - - [03/May/2021:03:41:23 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<style>@keyframes x{}</style><object"" 400 0 ""-"" ""-""",0,1,0
13942,"127.0.0.1 - - [03/May/2021:02:35:01 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=&lt;STYLE TYPE=\\\""text/javascript\\\""&gt;alert('XSS');&lt;/STYLE&gt;"" 400 0 ""-"" ""-""",0,1,0
18435,"127.0.0.1 - - [03/May/2021:03:40:51 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<isindex id=x"" 400 0 ""-"" ""-""",0,1,0
18162,"127.0.0.1 - - [03/May/2021:03:18:17 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Janine HTTP/1.1"" 200 1698 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
1817,"127.0.0.1 - - [03/May/2021:03:12:05 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=Bora HTTP/1.1"" 200 1697 ""http://127.0.0.1/DVWA/vulnerabilities/xss_r/"" ""Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0""",1,0,0
7962,"127.0.0.1 - - [03/May/2021:03:40:21 -0400] ""GET /DVWA/vulnerabilities/xss_r/?name=<applet onbeforecopy=\""alert(1)\"""" 400 0 ""-"" ""-""",0,1,0
